COIN,START,CURRENT,MARGIN,PNL,PRICE
ETH,2.9270643499999998,3.31987435,0.3928100000000002,143.41100290000008,365.09
BNB,5.0252524,5.0252524,0.0,0.0,30.2323
USDT,1323.45726136,1179.99046866,-143.4667927,-143.4667927,1
,,,Total,-0.05578979999992698,
,,,%PNL,-0.002193,
